country,first_subdivision,latitude,longitude,project_category,project_type,vintage_year,nft_age,num_owners,avg_price,last_price,num_price_chg,nft_state
HND,N/A,15.2572432,-86.0755145,FOREST_CONSERV,AGG_LAND_MGMT,0,12,1,-123456789,-123456789,0,N/A
HND,N/A,15.2572432,-86.0755145,RENEW_ENERGY,HYDRO,0,14,2,16.8364402273896,13.874061630407,1,N/A
PER,N/A,-6.8699697,-75.0458515,COMM_ENRGY_EFF,WATER,0,15,3,38.7447048803106,38.3345575974321,1,N/A
USA,N/A,39.7837304,-100.445882,FOREST_CONSERV,AGG_LAND_MGMT,0,15,3,27.2771684866806,25.8670125713191,0,N/A
PER,N/A,-6.8699697,-75.0458515,RENEW_ENERGY,HYDRO,0,7,2,16.3235559427623,13.2903856465257,3,N/A
KEN,N/A,1.4419683,38.4313975,RENEW_ENERGY,SOLAR,0,14,1,16.1759351960928,15.1743036672246,1,N/A
PER,N/A,-6.8699697,-75.0458515,RENEW_ENERGY,HYDRO,0,25,1,14.0732617204314,8.92383649275989,1,N/A
GIN,N/A,10.7226226,-10.7083587,RENEW_ENERGY,WIND,0,20,2,16.1502592079344,16.496865236469,0,N/A
USA,N/A,39.7837304,-100.445882,WASTE_MGMT,EMM_RED,0,16,3,9.69981401068769,11.174490788418,0,N/A
IDN,N/A,-2.4833826,117.8902853,COMM_ENRGY_EFF,COOK_STV,0,19,1,-123456789,-123456789,0,N/A
ETH,N/A,10.2116702,38.6521203,COMM_ENRGY_EFF,WATER,0,19,1,24.157331434702,20.8560803773673,0,N/A
KHM,N/A,12.5433216,104.8144914,FOREST_CONSERV,AGG_LAND_MGMT,0,14,2,18.6737579812794,18.0784433548101,1,N/A
FRA,N/A,46.603354,1.8883335,FOREST_CONSERV,AGG_LAND_MGMT,0,11,3,25.7247898051044,26.7927956930939,1,N/A
GIN,N/A,10.7226226,-10.7083587,COMM_ENRGY_EFF,BIOGAS,0,19,1,28.8099546936361,30.666110012597,1,N/A
NIC,N/A,12.6090157,-85.2936911,FOREST_CONSERV,AGG_LAND_MGMT,0,11,3,27.0364548959934,24.5152042595572,3,N/A
ETH,N/A,10.2116702,38.6521203,RENEW_ENERGY,HYDRO,0,18,3,14.6199788097972,12.205711416697,0,N/A
KEN,N/A,1.4419683,38.4313975,COMM_ENRGY_EFF,COOK_STV,0,17,3,16.5143544749415,17.7128450721785,2,N/A
HND,N/A,15.2572432,-86.0755145,FOREST_CONSERV,AGG_LAND_MGMT,0,20,1,18.7283003571864,17.7344517579469,0,N/A
BGR,N/A,42.6073975,25.4856617,RENEW_ENERGY,SOLAR,0,9,1,-123456789,-123456789,0,N/A
KHM,N/A,12.5433216,104.8144914,FOREST_CONSERV,AGG_LAND_MGMT,0,17,2,19.0053129771443,21.9488778162328,1,N/A
KEN,N/A,1.4419683,38.4313975,WASTE_MGMT,EMM_RED,0,13,2,8.88151558895787,11.7726587572781,1,N/A
IND,N/A,22.3511148,78.6677428,FOREST_CONSERV,AGG_LAND_MGMT,0,18,2,14.3250604535242,16.7013903964159,1,N/A
ETH,N/A,10.2116702,38.6521203,FOREST_CONSERV,AGG_LAND_MGMT,0,19,1,21.8390195143498,19.6966332197584,1,N/A
ETH,N/A,10.2116702,38.6521203,COMM_ENRGY_EFF,BIOGAS,0,13,3,21.0082808884293,19.7586377703297,1,N/A
PER,N/A,-6.8699697,-75.0458515,WASTE_MGMT,EMM_RED,0,15,1,7.85279360869311,9.27329835699236,2,N/A
FRA,N/A,46.603354,1.8883335,FOREST_CONSERV,AGG_LAND_MGMT,0,17,1,20.459255232372,16.6111981382332,2,N/A
GBR,N/A,54.7023545,-3.2765753,RENEW_ENERGY,SOLAR,0,14,1,16.7483171428665,15.6253359101149,1,N/A
USA,N/A,39.7837304,-100.445882,COMM_ENRGY_EFF,COOK_STV,0,14,1,-123456789,-123456789,0,N/A
USA,N/A,39.7837304,-100.445882,WASTE_MGMT,EMM_RED,0,16,3,12.6026818636434,14.44240095987,2,N/A
IDN,N/A,-2.4833826,117.8902853,COMM_ENRGY_EFF,WATER,0,18,3,15.0886787044163,12.5070915317145,1,N/A
ETH,N/A,10.2116702,38.6521203,FOREST_CONSERV,AGG_LAND_MGMT,0,17,2,20.7608292502006,24.118528749234,1,N/A
NIC,N/A,12.6090157,-85.2936911,WASTE_MGMT,EMM_RED,0,12,2,7.78614470708882,7.25209414742699,0,N/A
HND,N/A,15.2572432,-86.0755145,WASTE_MGMT,EMM_RED,0,10,4,11.6522004045774,9.64294726292275,3,N/A
GIN,N/A,10.7226226,-10.7083587,COMM_ENRGY_EFF,WATER,0,20,5,26.2448304411712,30.9239580200533,2,N/A
BGR,N/A,42.6073975,25.4856617,FOREST_CONSERV,AGG_LAND_MGMT,0,21,1,-123456789,-123456789,0,N/A
USA,N/A,39.7837304,-100.445882,WASTE_MGMT,EMM_RED,0,15,1,5.70583341635083,7.20055861893282,3,N/A
IDN,N/A,-2.4833826,117.8902853,FOREST_CONSERV,AGG_LAND_MGMT,0,18,2,15.8586801095718,14.0251571886266,1,N/A
PER,N/A,-6.8699697,-75.0458515,COMM_ENRGY_EFF,WATER,0,25,1,33.7410762116206,41.2310026906899,1,N/A
GIN,N/A,10.7226226,-10.7083587,COMM_ENRGY_EFF,BIOGAS,0,11,2,27.5293133546469,30.916008900134,2,N/A
GBR,N/A,54.7023545,-3.2765753,RENEW_ENERGY,WIND,0,15,2,15.7519879043578,13.6306857667393,0,N/A
GBR,N/A,54.7023545,-3.2765753,WASTE_MGMT,EMM_RED,0,13,3,10.5835063940239,10.0811395455235,1,N/A
GBR,N/A,54.7023545,-3.2765753,FOREST_CONSERV,AGG_LAND_MGMT,0,10,4,23.4051745891122,26.0409974347879,0,N/A
NIC,N/A,12.6090157,-85.2936911,WASTE_MGMT,EMM_RED,0,8,3,14.4983919023744,9.52272433629893,2,N/A
GIN,N/A,10.7226226,-10.7083587,WASTE_MGMT,EMM_RED,0,13,3,10.6484641237308,12.1287158616739,0,N/A
KEN,N/A,1.4419683,38.4313975,RENEW_ENERGY,HYDRO,0,7,2,13.3282897690857,13.7201523409902,3,N/A
MMR,N/A,17.1750495,95.9999652,WASTE_MGMT,EMM_RED,0,15,3,7.60051300421176,10.8728430326476,0,N/A
GBR,N/A,54.7023545,-3.2765753,COMM_ENRGY_EFF,BIOGAS,0,13,2,26.2234548979841,28.3699631419932,0,N/A
KEN,N/A,1.4419683,38.4313975,COMM_ENRGY_EFF,COOK_STV,0,11,2,13.3125520991273,21.0686904876437,0,N/A
GTM,N/A,15.5855545,-90.345759,FOREST_CONSERV,AGG_LAND_MGMT,0,15,2,23.3329753047043,23.7717640103494,1,N/A
NIC,N/A,12.6090157,-85.2936911,FOREST_CONSERV,AGG_LAND_MGMT,0,15,2,27.5013549034856,23.8082921436957,0,N/A
KHM,N/A,12.5433216,104.8144914,COMM_ENRGY_EFF,WATER,0,17,2,13.0518774069904,16.9269565654843,2,N/A
GBR,N/A,54.7023545,-3.2765753,FOREST_CONSERV,AGG_LAND_MGMT,0,10,1,-123456789,-123456789,0,N/A
RWA,N/A,-1.9646631,30.0644358,RENEW_ENERGY,WIND,0,9,2,17.9912628370457,16.5871454365457,2,N/A
GIN,N/A,10.7226226,-10.7083587,WASTE_MGMT,EMM_RED,0,16,1,-123456789,-123456789,0,N/A
MMR,N/A,17.1750495,95.9999652,WASTE_MGMT,EMM_RED,0,11,2,11.3953661184471,12.4699220518411,0,N/A
KHM,N/A,12.5433216,104.8144914,WASTE_MGMT,EMM_RED,0,9,3,11.832376981826,13.9193170756183,1,N/A
MOZ,N/A,-19.302233,34.9144977,WASTE_MGMT,EMM_RED,0,13,1,-123456789,-123456789,0,N/A
MMR,N/A,17.1750495,95.9999652,RENEW_ENERGY,WIND,0,13,2,12.3849166583432,12.1538720690082,1,N/A
KHM,N/A,12.5433216,104.8144914,COMM_ENRGY_EFF,WATER,0,10,2,14.708309622893,15.1982485247749,1,N/A
GBR,N/A,54.7023545,-3.2765753,WASTE_MGMT,EMM_RED,0,16,4,12.1993419431533,9.54596655761631,1,N/A
NIC,N/A,12.6090157,-85.2936911,COMM_ENRGY_EFF,WATER,0,17,1,34.225853412825,36.9474266555462,0,N/A
MMR,N/A,17.1750495,95.9999652,RENEW_ENERGY,WIND,0,16,1,20.8030120967985,23.4191500200048,3,N/A
KHM,N/A,12.5433216,104.8144914,COMM_ENRGY_EFF,WATER,0,13,1,-123456789,-123456789,0,N/A
GBR,N/A,54.7023545,-3.2765753,RENEW_ENERGY,WIND,0,16,3,16.3613677026371,14.8588257266682,1,N/A
IND,N/A,22.3511148,78.6677428,RENEW_ENERGY,SOLAR,0,17,1,16.8312480571101,19.2583766574773,3,N/A
GTM,N/A,15.5855545,-90.345759,WASTE_MGMT,EMM_RED,0,18,1,6.58183643052192,2.76420297643593,0,N/A
GTM,N/A,15.5855545,-90.345759,COMM_ENRGY_EFF,COOK_STV,0,20,2,20.892980946314,27.0081648052267,0,N/A
IDN,N/A,-2.4833826,117.8902853,FOREST_CONSERV,AGG_LAND_MGMT,0,17,1,20.1193304847193,19.9467190164749,0,N/A
KHM,N/A,12.5433216,104.8144914,COMM_ENRGY_EFF,COOK_STV,0,10,1,16.6909566083971,13.3703714539654,0,N/A
GTM,N/A,15.5855545,-90.345759,WASTE_MGMT,EMM_RED,0,18,1,6.17608933516793,5.39319939288935,1,N/A
KEN,N/A,1.4419683,38.4313975,FOREST_CONSERV,AGG_LAND_MGMT,0,14,1,22.3166318777498,24.7267081961242,0,N/A
FRA,N/A,46.603354,1.8883335,WASTE_MGMT,EMM_RED,0,13,2,8.69670757727386,7.90936893782185,1,N/A
IDN,N/A,-2.4833826,117.8902853,RENEW_ENERGY,SOLAR,0,15,2,14.2479652704206,11.8390381640542,1,N/A
HND,N/A,15.2572432,-86.0755145,COMM_ENRGY_EFF,COOK_STV,0,13,1,15.5856720924648,12.7304585307745,1,N/A
HND,N/A,15.2572432,-86.0755145,COMM_ENRGY_EFF,COOK_STV,0,15,3,13.3256175592084,12.8562586390832,0,N/A
FRA,N/A,46.603354,1.8883335,WASTE_MGMT,EMM_RED,0,10,1,-123456789,-123456789,0,N/A
GTM,N/A,15.5855545,-90.345759,WASTE_MGMT,EMM_RED,0,21,2,8.32498361716164,10.3820021844436,0,N/A
GBR,N/A,54.7023545,-3.2765753,FOREST_CONSERV,AGG_LAND_MGMT,0,13,1,20.3003009153408,18.3622252651507,0,N/A
NIC,N/A,12.6090157,-85.2936911,FOREST_CONSERV,AGG_LAND_MGMT,0,11,3,23.2248974607478,24.6647678424637,1,N/A
GBR,N/A,54.7023545,-3.2765753,WASTE_MGMT,EMM_RED,0,13,3,8.15806579077728,9.41355594098063,0,N/A
PER,N/A,-6.8699697,-75.0458515,WASTE_MGMT,EMM_RED,0,11,1,12.7061752281434,15.5670937937238,4,N/A
GBR,N/A,54.7023545,-3.2765753,RENEW_ENERGY,SOLAR,0,19,1,17.717517061084,17.135199014146,1,N/A
PER,N/A,-6.8699697,-75.0458515,RENEW_ENERGY,WIND,0,16,2,17.8444057201436,15.7659344513644,2,N/A
PER,N/A,-6.8699697,-75.0458515,RENEW_ENERGY,SOLAR,0,15,1,-123456789,-123456789,0,N/A
KEN,N/A,1.4419683,38.4313975,WASTE_MGMT,EMM_RED,0,20,1,9.69646242453664,13.3508070760914,1,N/A
KHM,N/A,12.5433216,104.8144914,RENEW_ENERGY,SOLAR,0,17,2,13.9469001029808,10.1653159307028,1,N/A
USA,N/A,39.7837304,-100.445882,COMM_ENRGY_EFF,COOK_STV,0,14,2,35.6635878720151,38.4072409329308,1,N/A
GTM,N/A,15.5855545,-90.345759,WASTE_MGMT,EMM_RED,0,14,1,10.7807671811847,4.93421960897995,2,N/A
IDN,N/A,-2.4833826,117.8902853,WASTE_MGMT,EMM_RED,0,18,1,7.52036102222699,1.57163514367254,0,N/A
MOZ,N/A,-19.302233,34.9144977,COMM_ENRGY_EFF,WATER,0,18,2,31.3643418803524,31.0451615371964,1,N/A
IDN,N/A,-2.4833826,117.8902853,RENEW_ENERGY,HYDRO,0,15,1,-123456789,-123456789,0,N/A
MMR,N/A,17.1750495,95.9999652,WASTE_MGMT,EMM_RED,0,14,3,6.51302076869805,4.50209285368688,1,N/A
MOZ,N/A,-19.302233,34.9144977,WASTE_MGMT,EMM_RED,0,14,3,11.1787838438502,7.63095649468134,2,N/A
MMR,N/A,17.1750495,95.9999652,WASTE_MGMT,EMM_RED,0,18,1,-123456789,-123456789,0,N/A
MMR,N/A,17.1750495,95.9999652,WASTE_MGMT,EMM_RED,0,12,2,12.6427318344376,11.9206222471514,1,N/A
MMR,N/A,17.1750495,95.9999652,WASTE_MGMT,EMM_RED,0,16,2,6.49655763151858,5.66807806823861,0,N/A
HND,N/A,15.2572432,-86.0755145,COMM_ENRGY_EFF,COOK_STV,0,15,2,17.5061949962075,22.0909851123566,2,N/A
MOZ,N/A,-19.302233,34.9144977,COMM_ENRGY_EFF,COOK_STV,0,17,1,-123456789,-123456789,0,N/A
PER,N/A,-6.8699697,-75.0458515,WASTE_MGMT,EMM_RED,0,12,1,-123456789,-123456789,0,N/A
GIN,N/A,10.7226226,-10.7083587,FOREST_CONSERV,AGG_LAND_MGMT,0,11,3,22.7852834253316,21.8295825724105,2,N/A
NIC,N/A,12.6090157,-85.2936911,FOREST_CONSERV,AGG_LAND_MGMT,0,8,2,25.5780425304138,26.4516308154697,2,N/A
GBR,N/A,54.7023545,-3.2765753,WASTE_MGMT,EMM_RED,0,26,1,10.8952168205825,15.9596393451096,1,N/A
KEN,N/A,1.4419683,38.4313975,RENEW_ENERGY,HYDRO,0,14,2,11.9587128791443,15.4424887163753,1,N/A
GBR,N/A,54.7023545,-3.2765753,RENEW_ENERGY,SOLAR,0,10,2,19.2698839991987,20.4520538087184,0,N/A
KHM,N/A,12.5433216,104.8144914,FOREST_CONSERV,AGG_LAND_MGMT,0,14,1,-123456789,-123456789,0,N/A
IND,N/A,22.3511148,78.6677428,WASTE_MGMT,EMM_RED,0,14,3,10.2653447879437,7.70772669071412,0,N/A
HND,N/A,15.2572432,-86.0755145,RENEW_ENERGY,HYDRO,0,13,2,13.3573031856205,12.3429479989223,0,N/A
GTM,N/A,15.5855545,-90.345759,FOREST_CONSERV,AGG_LAND_MGMT,0,12,2,18.769423563637,19.2974689080788,1,N/A
IND,N/A,22.3511148,78.6677428,RENEW_ENERGY,SOLAR,0,16,3,12.6677613566009,11.9874038952294,3,N/A
PER,N/A,-6.8699697,-75.0458515,COMM_ENRGY_EFF,COOK_STV,0,16,2,34.6158158837778,33.3436502983962,0,N/A
MOZ,N/A,-19.302233,34.9144977,FOREST_CONSERV,AGG_LAND_MGMT,0,19,1,19.2493289493567,19.5053163113524,0,N/A
USA,N/A,39.7837304,-100.445882,COMM_ENRGY_EFF,WATER,0,16,2,33.6494713435284,30.3230988349307,1,N/A
MOZ,N/A,-19.302233,34.9144977,COMM_ENRGY_EFF,WATER,0,20,2,35.3190048956547,37.3274419260985,0,N/A
ETH,N/A,10.2116702,38.6521203,FOREST_CONSERV,AGG_LAND_MGMT,0,13,1,-123456789,-123456789,0,N/A
GIN,N/A,10.7226226,-10.7083587,FOREST_CONSERV,AGG_LAND_MGMT,0,17,2,23.91580431849,23.0294158895932,3,N/A
MOZ,N/A,-19.302233,34.9144977,COMM_ENRGY_EFF,BIOGAS,0,19,3,31.1773497161916,35.2141471059089,1,N/A
MOZ,N/A,-19.302233,34.9144977,FOREST_CONSERV,AGG_LAND_MGMT,0,15,2,25.3483618838891,27.2624805483882,3,N/A
BGR,N/A,42.6073975,25.4856617,FOREST_CONSERV,AGG_LAND_MGMT,0,16,1,23.1834272564062,23.0600283273889,0,N/A
GBR,N/A,54.7023545,-3.2765753,RENEW_ENERGY,WIND,0,17,1,16.1471616536877,14.9292089268472,0,N/A
KHM,N/A,12.5433216,104.8144914,WASTE_MGMT,EMM_RED,0,15,1,10.3846406852091,12.809147302402,0,N/A
KHM,N/A,12.5433216,104.8144914,COMM_ENRGY_EFF,BIOGAS,0,14,1,-123456789,-123456789,0,N/A
MMR,N/A,17.1750495,95.9999652,WASTE_MGMT,EMM_RED,0,16,2,7.00182668842717,8.13412354196716,0,N/A
BGR,N/A,42.6073975,25.4856617,COMM_ENRGY_EFF,COOK_STV,0,15,1,28.7940597723972,32.5157582824426,1,N/A
RWA,N/A,-1.9646631,30.0644358,WASTE_MGMT,EMM_RED,0,19,1,-123456789,-123456789,0,N/A
MMR,N/A,17.1750495,95.9999652,FOREST_CONSERV,AGG_LAND_MGMT,0,25,3,26.2499184991911,24.0303185765949,2,N/A
MMR,N/A,17.1750495,95.9999652,FOREST_CONSERV,AGG_LAND_MGMT,0,18,2,19.8984204974312,21.3901305699832,0,N/A
GIN,N/A,10.7226226,-10.7083587,FOREST_CONSERV,AGG_LAND_MGMT,0,12,4,22.9938797545494,19.1194926093106,1,N/A
GTM,N/A,15.5855545,-90.345759,FOREST_CONSERV,AGG_LAND_MGMT,0,13,2,20.1816293585202,24.3274516367201,2,N/A
MOZ,N/A,-19.302233,34.9144977,COMM_ENRGY_EFF,BIOGAS,0,18,1,-123456789,-123456789,0,N/A
KEN,N/A,1.4419683,38.4313975,RENEW_ENERGY,SOLAR,0,12,2,16.7148860501849,13.9085036485853,4,N/A
NIC,N/A,12.6090157,-85.2936911,WASTE_MGMT,EMM_RED,0,11,1,7.79093170213682,8.36090190127055,1,N/A
RWA,N/A,-1.9646631,30.0644358,RENEW_ENERGY,SOLAR,0,14,4,18.7344452748614,23.8698739074012,2,N/A
PER,N/A,-6.8699697,-75.0458515,RENEW_ENERGY,SOLAR,0,13,5,16.097591415118,12.9522734407459,1,N/A
GBR,N/A,54.7023545,-3.2765753,RENEW_ENERGY,WIND,0,16,1,19.0514423089736,20.9748402653651,3,N/A
FRA,N/A,46.603354,1.8883335,RENEW_ENERGY,SOLAR,0,20,1,-123456789,-123456789,0,N/A
HND,N/A,15.2572432,-86.0755145,RENEW_ENERGY,SOLAR,0,14,2,13.5695704732667,11.1523706942395,1,N/A
PER,N/A,-6.8699697,-75.0458515,COMM_ENRGY_EFF,BIOGAS,0,14,1,36.7912106408647,37.9370991880223,1,N/A
USA,N/A,39.7837304,-100.445882,RENEW_ENERGY,HYDRO,0,11,4,17.4416995168395,13.5765357220911,0,N/A
ETH,N/A,10.2116702,38.6521203,RENEW_ENERGY,HYDRO,0,15,2,16.2189343043523,12.7262280025005,0,N/A
GTM,N/A,15.5855545,-90.345759,RENEW_ENERGY,SOLAR,0,9,1,-123456789,-123456789,0,N/A
IDN,N/A,-2.4833826,117.8902853,FOREST_CONSERV,AGG_LAND_MGMT,0,18,2,22.7746981195029,20.5615235857948,1,N/A
ETH,N/A,10.2116702,38.6521203,RENEW_ENERGY,SOLAR,0,18,1,14.6767092492869,17.3892673663776,0,N/A
KHM,N/A,12.5433216,104.8144914,RENEW_ENERGY,HYDRO,0,12,2,14.6462781327855,12.5134154955873,2,N/A
GBR,N/A,54.7023545,-3.2765753,RENEW_ENERGY,HYDRO,0,15,3,14.1160210346991,16.0714328572456,1,N/A
FRA,N/A,46.603354,1.8883335,FOREST_CONSERV,AGG_LAND_MGMT,0,15,3,26.7667071806557,28.3434831072598,0,N/A
FRA,N/A,46.603354,1.8883335,WASTE_MGMT,EMM_RED,0,6,2,8.9359285306092,6.82485652901341,0,N/A
FRA,N/A,46.603354,1.8883335,WASTE_MGMT,EMM_RED,0,18,1,9.88937958419212,15.82385047414,3,N/A
IND,N/A,22.3511148,78.6677428,RENEW_ENERGY,HYDRO,0,20,2,14.1612164024024,13.6702053279754,0,N/A
NIC,N/A,12.6090157,-85.2936911,WASTE_MGMT,EMM_RED,0,20,2,15.6101889912542,14.7124500457052,1,N/A
NIC,N/A,12.6090157,-85.2936911,COMM_ENRGY_EFF,COOK_STV,0,21,1,37.6276231207407,43.2487501507022,4,N/A
GTM,N/A,15.5855545,-90.345759,FOREST_CONSERV,AGG_LAND_MGMT,0,14,1,19.6767625619993,21.2605126704718,2,N/A
USA,N/A,39.7837304,-100.445882,COMM_ENRGY_EFF,BIOGAS,0,14,2,34.1000568271667,35.5991218310363,1,N/A
IND,N/A,22.3511148,78.6677428,WASTE_MGMT,EMM_RED,0,16,1,-123456789,-123456789,0,N/A
IDN,N/A,-2.4833826,117.8902853,FOREST_CONSERV,AGG_LAND_MGMT,0,15,3,21.7086824610189,20.5282348609623,1,N/A
PER,N/A,-6.8699697,-75.0458515,WASTE_MGMT,EMM_RED,0,23,3,10.4005128420169,11.8572871463543,2,N/A
MOZ,N/A,-19.302233,34.9144977,RENEW_ENERGY,WIND,0,19,4,16.2802729733688,6.3639197256973,1,N/A
KHM,N/A,12.5433216,104.8144914,COMM_ENRGY_EFF,COOK_STV,0,16,2,15.1400758433738,12.3427211130202,2,N/A
GBR,N/A,54.7023545,-3.2765753,FOREST_CONSERV,AGG_LAND_MGMT,0,14,3,20.0657819369982,15.4525155235536,1,N/A
HND,N/A,15.2572432,-86.0755145,WASTE_MGMT,EMM_RED,0,14,2,11.2105824383374,17.683320873809,0,N/A
FRA,N/A,46.603354,1.8883335,COMM_ENRGY_EFF,WATER,0,19,2,23.6951867554771,25.3304557298488,1,N/A
MOZ,N/A,-19.302233,34.9144977,FOREST_CONSERV,AGG_LAND_MGMT,0,15,2,23.9666892240656,26.2363144305779,0,N/A
GIN,N/A,10.7226226,-10.7083587,COMM_ENRGY_EFF,BIOGAS,0,16,1,-123456789,-123456789,0,N/A
GBR,N/A,54.7023545,-3.2765753,COMM_ENRGY_EFF,WATER,0,18,2,24.7313554780589,25.1419324758907,0,N/A
MMR,N/A,17.1750495,95.9999652,FOREST_CONSERV,AGG_LAND_MGMT,0,15,2,24.294005294418,23.1098973760166,1,N/A
GBR,N/A,54.7023545,-3.2765753,RENEW_ENERGY,WIND,0,18,3,17.1226441835639,10.5621233085197,1,N/A
IND,N/A,22.3511148,78.6677428,COMM_ENRGY_EFF,BIOGAS,0,11,1,-123456789,-123456789,0,N/A
HND,N/A,15.2572432,-86.0755145,COMM_ENRGY_EFF,WATER,0,12,3,14.067594383053,11.7944435893035,0,N/A
MOZ,N/A,-19.302233,34.9144977,FOREST_CONSERV,AGG_LAND_MGMT,0,12,1,-123456789,-123456789,0,N/A
GTM,N/A,15.5855545,-90.345759,FOREST_CONSERV,AGG_LAND_MGMT,0,15,3,18.8358143435163,16.4423383734353,0,N/A
GTM,N/A,15.5855545,-90.345759,RENEW_ENERGY,WIND,0,12,2,17.4737495459286,17.5345508529902,1,N/A
KEN,N/A,1.4419683,38.4313975,COMM_ENRGY_EFF,COOK_STV,0,12,1,17.3929789555656,14.5964383101254,2,N/A
NIC,N/A,12.6090157,-85.2936911,COMM_ENRGY_EFF,BIOGAS,0,18,2,34.9363468254168,42.5132383914772,1,N/A
IDN,N/A,-2.4833826,117.8902853,FOREST_CONSERV,AGG_LAND_MGMT,0,12,2,19.6657477848116,17.4788423812935,0,N/A
NIC,N/A,12.6090157,-85.2936911,FOREST_CONSERV,AGG_LAND_MGMT,0,19,1,25.0984585317418,24.5595186047936,0,N/A
GTM,N/A,15.5855545,-90.345759,FOREST_CONSERV,AGG_LAND_MGMT,0,14,4,19.8183782144706,24.2700670470233,1,N/A
MMR,N/A,17.1750495,95.9999652,WASTE_MGMT,EMM_RED,0,21,2,11.2528437010757,12.2873632519023,1,N/A
IDN,N/A,-2.4833826,117.8902853,WASTE_MGMT,EMM_RED,0,10,1,10.0136540110379,6.43151615180311,1,N/A
IND,N/A,22.3511148,78.6677428,RENEW_ENERGY,SOLAR,0,15,2,13.2009776829061,11.4530907406474,1,N/A
KHM,N/A,12.5433216,104.8144914,WASTE_MGMT,EMM_RED,0,13,1,13.0893228569115,15.081214206709,1,N/A
NIC,N/A,12.6090157,-85.2936911,COMM_ENRGY_EFF,WATER,0,10,2,38.0284021068911,35.7116582265997,2,N/A
MOZ,N/A,-19.302233,34.9144977,RENEW_ENERGY,HYDRO,0,7,3,16.0412073112804,25.7266968647547,0,N/A
MOZ,N/A,-19.302233,34.9144977,FOREST_CONSERV,AGG_LAND_MGMT,0,12,2,23.9789504357633,27.8123097700028,2,N/A
KEN,N/A,1.4419683,38.4313975,WASTE_MGMT,EMM_RED,0,12,3,8.0672967739433,7.45698111661666,0,N/A
FRA,N/A,46.603354,1.8883335,FOREST_CONSERV,AGG_LAND_MGMT,0,13,2,19.1236814946155,16.6460108149304,2,N/A
GIN,N/A,10.7226226,-10.7083587,COMM_ENRGY_EFF,BIOGAS,0,18,3,22.2602343419183,28.6254272658828,1,N/A
KEN,N/A,1.4419683,38.4313975,WASTE_MGMT,EMM_RED,0,17,3,9.90795944803754,11.1385136769213,2,N/A
HND,N/A,15.2572432,-86.0755145,RENEW_ENERGY,HYDRO,0,17,2,17.2982429954869,22.3226607024761,1,N/A
IND,N/A,22.3511148,78.6677428,FOREST_CONSERV,AGG_LAND_MGMT,0,19,1,21.8894288810998,12.7227382179697,2,N/A
IND,N/A,22.3511148,78.6677428,RENEW_ENERGY,WIND,0,19,2,17.1880712637043,22.391803486126,1,N/A
HND,N/A,15.2572432,-86.0755145,WASTE_MGMT,EMM_RED,0,11,2,12.8253674192409,15.5058165045635,0,N/A
IDN,N/A,-2.4833826,117.8902853,WASTE_MGMT,EMM_RED,0,12,2,10.8628208295487,9.9172057207875,2,N/A
FRA,N/A,46.603354,1.8883335,COMM_ENRGY_EFF,WATER,0,17,2,24.1962439351753,23.0202929246165,1,N/A
