country,first_subdivision,latitude,longitude,project_category,project_type,vintage_year,nft_age,num_owners,avg_price,last_price,num_price_chg,nft_state,token_pool_id,name_pool,pooling_version
RWA,,-1.9646631,30.0644358,FOREST_CONSERV,AGG_LAND_MGMT,0,16,2,35.15518101688382,34.016753177572376,0,,b77a1789-f5e6-4216-bc0d-3dbd43e404c9,KEN_NIC_HND_USA_KHM_FRA_IND_ETH_BGR_IDN_GBR_GTM_GIN_MOZ_MMR_RWA_PER_FOREST_CONSERV_AGG_LAND_MGMT_b77a1789-f5e6-4216-bc0d-3dbd43e404c9,0.0.0.0
KHM,,12.5433216,104.8144914,WASTE_MGMT,EMM_RED,0,19,2,18.21173752043672,16.852870417112037,2,,3925e1e7-a59e-4699-86a5-71993546777a,GIN_GBR_USA_KEN_PER_NIC_HND_MMR_KHM_MOZ_GTM_FRA_IDN_IND_RWA_BGR_ETH_WASTE_MGMT_EMM_RED_3925e1e7-a59e-4699-86a5-71993546777a,0.0.0.0
IND,,22.3511148,78.6677428,COMM_ENRGY_EFF,BIOGAS,0,22,2,24.036618197240628,24.552996987243446,1,,490244e4-56d7-4a60-924a-b4fccaf1d397,KEN_GIN_ETH_GBR_MOZ_KHM_PER_USA_IND_NIC_RWA_BGR_IDN_FRA_GTM_HND_MMR_COMM_ENRGY_EFF_BIOGAS_490244e4-56d7-4a60-924a-b4fccaf1d397,0.0.0.0
USA,,39.7837304,-100.445882,FOREST_CONSERV,AGG_LAND_MGMT,0,18,4,33.38888546646536,29.848144297285465,1,,b77a1789-f5e6-4216-bc0d-3dbd43e404c9,KEN_NIC_HND_USA_KHM_FRA_IND_ETH_BGR_IDN_GBR_GTM_GIN_MOZ_MMR_RWA_PER_FOREST_CONSERV_AGG_LAND_MGMT_b77a1789-f5e6-4216-bc0d-3dbd43e404c9,0.0.0.0
MMR,,17.1750495,95.9999652,COMM_ENRGY_EFF,BIOGAS,0,11,2,49.2111304162686,45.035159304591765,2,,490244e4-56d7-4a60-924a-b4fccaf1d397,KEN_GIN_ETH_GBR_MOZ_KHM_PER_USA_IND_NIC_RWA_BGR_IDN_FRA_GTM_HND_MMR_COMM_ENRGY_EFF_BIOGAS_490244e4-56d7-4a60-924a-b4fccaf1d397,0.0.0.0
NIC,,12.6090157,-85.2936911,COMM_ENRGY_EFF,WATER,0,17,2,42.78766253052367,39.82865627545209,4,,ae4704dc-b960-4abc-8a2b-7c7acdd35c64,GTM_KEN_MOZ_PER_ETH_IDN_GIN_KHM_NIC_USA_FRA_GBR_HND_RWA_IND_BGR_MMR_COMM_ENRGY_EFF_WATER_ae4704dc-b960-4abc-8a2b-7c7acdd35c64,0.0.0.0
HND,,15.2572432,-86.0755145,RENEW_ENERGY,SOLAR,0,14,1,26.19464013616703,26.85684908044085,3,,272986af-24ea-4473-a4a3-99acb70128c5,GTM_KHM_KEN_BGR_GBR_IND_IDN_PER_RWA_FRA_HND_ETH_NIC_MMR_GIN_MOZ_USA_RENEW_ENERGY_SOLAR_272986af-24ea-4473-a4a3-99acb70128c5,0.0.0.0
RWA,,-1.9646631,30.0644358,FOREST_CONSERV,AGG_LAND_MGMT,0,15,1,33.08379532840355,35.73210318385818,0,,b77a1789-f5e6-4216-bc0d-3dbd43e404c9,KEN_NIC_HND_USA_KHM_FRA_IND_ETH_BGR_IDN_GBR_GTM_GIN_MOZ_MMR_RWA_PER_FOREST_CONSERV_AGG_LAND_MGMT_b77a1789-f5e6-4216-bc0d-3dbd43e404c9,0.0.0.0
GIN,,10.7226226,-10.7083587,COMM_ENRGY_EFF,BIOGAS,0,10,2,32.663538104059505,33.49153952671317,2,,490244e4-56d7-4a60-924a-b4fccaf1d397,KEN_GIN_ETH_GBR_MOZ_KHM_PER_USA_IND_NIC_RWA_BGR_IDN_FRA_GTM_HND_MMR_COMM_ENRGY_EFF_BIOGAS_490244e4-56d7-4a60-924a-b4fccaf1d397,0.0.0.0
PER,,-6.8699697,-75.0458515,COMM_ENRGY_EFF,COOK_STV,0,21,3,44.66869927712503,45.68669602460723,0,,a3cd8341-1174-46f1-809e-570ba64b38cf,MMR_IDN_KEN_USA_GTM_KHM_HND_MOZ_PER_BGR_NIC_GBR_GIN_IND_FRA_ETH_RWA_COMM_ENRGY_EFF_COOK_STV_a3cd8341-1174-46f1-809e-570ba64b38cf,0.0.0.0
GIN,,10.7226226,-10.7083587,RENEW_ENERGY,HYDRO,0,14,3,28.001094501522605,31.797207949000235,1,,e49920d3-bffc-4985-8e81-30c54d03b244,KEN_USA_HND_PER_ETH_IDN_KHM_GBR_IND_MOZ_RWA_FRA_MMR_BGR_NIC_GTM_GIN_RENEW_ENERGY_HYDRO_e49920d3-bffc-4985-8e81-30c54d03b244,0.0.0.0
ETH,,10.2116702,38.6521203,RENEW_ENERGY,WIND,0,9,2,22.35827539570162,21.192545011074586,0,,cc251a50-a1ac-4ddc-92a8-2bdb57df29ab,USA_GIN_GBR_RWA_MMR_PER_MOZ_GTM_IND_ETH_KHM_IDN_HND_BGR_NIC_FRA_KEN_RENEW_ENERGY_WIND_cc251a50-a1ac-4ddc-92a8-2bdb57df29ab,0.0.0.0
GBR,,54.7023545,-3.2765753,COMM_ENRGY_EFF,COOK_STV,0,18,1,34.41445239312391,31.18485636890717,0,,a3cd8341-1174-46f1-809e-570ba64b38cf,MMR_IDN_KEN_USA_GTM_KHM_HND_MOZ_PER_BGR_NIC_GBR_GIN_IND_FRA_ETH_RWA_COMM_ENRGY_EFF_COOK_STV_a3cd8341-1174-46f1-809e-570ba64b38cf,0.0.0.0
GBR,,54.7023545,-3.2765753,COMM_ENRGY_EFF,BIOGAS,0,23,1,33.426772032413105,32.74258265755942,0,,490244e4-56d7-4a60-924a-b4fccaf1d397,KEN_GIN_ETH_GBR_MOZ_KHM_PER_USA_IND_NIC_RWA_BGR_IDN_FRA_GTM_HND_MMR_COMM_ENRGY_EFF_BIOGAS_490244e4-56d7-4a60-924a-b4fccaf1d397,0.0.0.0
GIN,,10.7226226,-10.7083587,RENEW_ENERGY,SOLAR,0,19,1,31.42407668199793,28.87280777057713,0,,272986af-24ea-4473-a4a3-99acb70128c5,GTM_KHM_KEN_BGR_GBR_IND_IDN_PER_RWA_FRA_HND_ETH_NIC_MMR_GIN_MOZ_USA_RENEW_ENERGY_SOLAR_272986af-24ea-4473-a4a3-99acb70128c5,0.0.0.0
KEN,,1.4419683,38.4313975,RENEW_ENERGY,SOLAR,0,18,2,24.10481424113181,23.573649712480883,1,,272986af-24ea-4473-a4a3-99acb70128c5,GTM_KHM_KEN_BGR_GBR_IND_IDN_PER_RWA_FRA_HND_ETH_NIC_MMR_GIN_MOZ_USA_RENEW_ENERGY_SOLAR_272986af-24ea-4473-a4a3-99acb70128c5,0.0.0.0
ETH,,10.2116702,38.6521203,COMM_ENRGY_EFF,WATER,0,11,3,36.1086490068197,38.65091429724102,1,,ae4704dc-b960-4abc-8a2b-7c7acdd35c64,GTM_KEN_MOZ_PER_ETH_IDN_GIN_KHM_NIC_USA_FRA_GBR_HND_RWA_IND_BGR_MMR_COMM_ENRGY_EFF_WATER_ae4704dc-b960-4abc-8a2b-7c7acdd35c64,0.0.0.0
KHM,,12.5433216,104.8144914,RENEW_ENERGY,WIND,0,12,2,23.42129510352326,26.03842698662355,2,,cc251a50-a1ac-4ddc-92a8-2bdb57df29ab,USA_GIN_GBR_RWA_MMR_PER_MOZ_GTM_IND_ETH_KHM_IDN_HND_BGR_NIC_FRA_KEN_RENEW_ENERGY_WIND_cc251a50-a1ac-4ddc-92a8-2bdb57df29ab,0.0.0.0
BGR,,42.6073975,25.4856617,FOREST_CONSERV,AGG_LAND_MGMT,0,12,3,31.15566054900149,31.5153720874433,2,,b77a1789-f5e6-4216-bc0d-3dbd43e404c9,KEN_NIC_HND_USA_KHM_FRA_IND_ETH_BGR_IDN_GBR_GTM_GIN_MOZ_MMR_RWA_PER_FOREST_CONSERV_AGG_LAND_MGMT_b77a1789-f5e6-4216-bc0d-3dbd43e404c9,0.0.0.0
PER,,-6.8699697,-75.0458515,WASTE_MGMT,EMM_RED,0,13,2,19.317829512908347,22.229098516372385,0,,3925e1e7-a59e-4699-86a5-71993546777a,GIN_GBR_USA_KEN_PER_NIC_HND_MMR_KHM_MOZ_GTM_FRA_IDN_IND_RWA_BGR_ETH_WASTE_MGMT_EMM_RED_3925e1e7-a59e-4699-86a5-71993546777a,0.0.0.0
ETH,,10.2116702,38.6521203,RENEW_ENERGY,WIND,0,15,1,28.06021945559337,28.284590531099678,0,,cc251a50-a1ac-4ddc-92a8-2bdb57df29ab,USA_GIN_GBR_RWA_MMR_PER_MOZ_GTM_IND_ETH_KHM_IDN_HND_BGR_NIC_FRA_KEN_RENEW_ENERGY_WIND_cc251a50-a1ac-4ddc-92a8-2bdb57df29ab,0.0.0.0
ETH,,10.2116702,38.6521203,COMM_ENRGY_EFF,WATER,0,11,2,38.5248924261041,36.97654614735403,0,,ae4704dc-b960-4abc-8a2b-7c7acdd35c64,GTM_KEN_MOZ_PER_ETH_IDN_GIN_KHM_NIC_USA_FRA_GBR_HND_RWA_IND_BGR_MMR_COMM_ENRGY_EFF_WATER_ae4704dc-b960-4abc-8a2b-7c7acdd35c64,0.0.0.0
MOZ,,-19.302233,34.9144977,WASTE_MGMT,EMM_RED,0,18,4,19.93887841714353,17.539474258831458,2,,3925e1e7-a59e-4699-86a5-71993546777a,GIN_GBR_USA_KEN_PER_NIC_HND_MMR_KHM_MOZ_GTM_FRA_IDN_IND_RWA_BGR_ETH_WASTE_MGMT_EMM_RED_3925e1e7-a59e-4699-86a5-71993546777a,0.0.0.0
GIN,,10.7226226,-10.7083587,RENEW_ENERGY,SOLAR,0,15,3,25.281914877632563,22.225578670347517,1,,272986af-24ea-4473-a4a3-99acb70128c5,GTM_KHM_KEN_BGR_GBR_IND_IDN_PER_RWA_FRA_HND_ETH_NIC_MMR_GIN_MOZ_USA_RENEW_ENERGY_SOLAR_272986af-24ea-4473-a4a3-99acb70128c5,0.0.0.0
IDN,,-2.4833826,117.8902853,FOREST_CONSERV,AGG_LAND_MGMT,0,14,1,31.3097588538062,27.534836581692176,2,,b77a1789-f5e6-4216-bc0d-3dbd43e404c9,KEN_NIC_HND_USA_KHM_FRA_IND_ETH_BGR_IDN_GBR_GTM_GIN_MOZ_MMR_RWA_PER_FOREST_CONSERV_AGG_LAND_MGMT_b77a1789-f5e6-4216-bc0d-3dbd43e404c9,0.0.0.0
GBR,,54.7023545,-3.2765753,RENEW_ENERGY,HYDRO,0,20,4,27.71437698089081,26.802639504346526,0,,e49920d3-bffc-4985-8e81-30c54d03b244,KEN_USA_HND_PER_ETH_IDN_KHM_GBR_IND_MOZ_RWA_FRA_MMR_BGR_NIC_GTM_GIN_RENEW_ENERGY_HYDRO_e49920d3-bffc-4985-8e81-30c54d03b244,0.0.0.0
NIC,,12.6090157,-85.2936911,RENEW_ENERGY,SOLAR,0,9,2,26.308670998140936,26.59392909913145,0,,272986af-24ea-4473-a4a3-99acb70128c5,GTM_KHM_KEN_BGR_GBR_IND_IDN_PER_RWA_FRA_HND_ETH_NIC_MMR_GIN_MOZ_USA_RENEW_ENERGY_SOLAR_272986af-24ea-4473-a4a3-99acb70128c5,0.0.0.0
USA,,39.7837304,-100.445882,WASTE_MGMT,EMM_RED,0,20,4,21.508849330341675,19.569549274053543,0,,3925e1e7-a59e-4699-86a5-71993546777a,GIN_GBR_USA_KEN_PER_NIC_HND_MMR_KHM_MOZ_GTM_FRA_IDN_IND_RWA_BGR_ETH_WASTE_MGMT_EMM_RED_3925e1e7-a59e-4699-86a5-71993546777a,0.0.0.0
USA,,39.7837304,-100.445882,COMM_ENRGY_EFF,BIOGAS,0,18,2,43.33328981011066,46.59754875625836,0,,490244e4-56d7-4a60-924a-b4fccaf1d397,KEN_GIN_ETH_GBR_MOZ_KHM_PER_USA_IND_NIC_RWA_BGR_IDN_FRA_GTM_HND_MMR_COMM_ENRGY_EFF_BIOGAS_490244e4-56d7-4a60-924a-b4fccaf1d397,0.0.0.0
BGR,,42.6073975,25.4856617,COMM_ENRGY_EFF,COOK_STV,0,17,2,32.35114484368778,33.501232262466075,0,,a3cd8341-1174-46f1-809e-570ba64b38cf,MMR_IDN_KEN_USA_GTM_KHM_HND_MOZ_PER_BGR_NIC_GBR_GIN_IND_FRA_ETH_RWA_COMM_ENRGY_EFF_COOK_STV_a3cd8341-1174-46f1-809e-570ba64b38cf,0.0.0.0
PER,,-6.8699697,-75.0458515,COMM_ENRGY_EFF,WATER,0,17,1,45.933463851698384,48.61589243495792,1,,ae4704dc-b960-4abc-8a2b-7c7acdd35c64,GTM_KEN_MOZ_PER_ETH_IDN_GIN_KHM_NIC_USA_FRA_GBR_HND_RWA_IND_BGR_MMR_COMM_ENRGY_EFF_WATER_ae4704dc-b960-4abc-8a2b-7c7acdd35c64,0.0.0.0
NIC,,12.6090157,-85.2936911,COMM_ENRGY_EFF,COOK_STV,0,26,1,42.1616367936148,40.92301930251304,2,,a3cd8341-1174-46f1-809e-570ba64b38cf,MMR_IDN_KEN_USA_GTM_KHM_HND_MOZ_PER_BGR_NIC_GBR_GIN_IND_FRA_ETH_RWA_COMM_ENRGY_EFF_COOK_STV_a3cd8341-1174-46f1-809e-570ba64b38cf,0.0.0.0
KHM,,12.5433216,104.8144914,COMM_ENRGY_EFF,COOK_STV,0,13,2,23.35280843227584,23.700202852357755,3,,a3cd8341-1174-46f1-809e-570ba64b38cf,MMR_IDN_KEN_USA_GTM_KHM_HND_MOZ_PER_BGR_NIC_GBR_GIN_IND_FRA_ETH_RWA_COMM_ENRGY_EFF_COOK_STV_a3cd8341-1174-46f1-809e-570ba64b38cf,0.0.0.0
IDN,,-2.4833826,117.8902853,COMM_ENRGY_EFF,WATER,0,19,5,23.91873517896679,20.65941273526898,0,,ae4704dc-b960-4abc-8a2b-7c7acdd35c64,GTM_KEN_MOZ_PER_ETH_IDN_GIN_KHM_NIC_USA_FRA_GBR_HND_RWA_IND_BGR_MMR_COMM_ENRGY_EFF_WATER_ae4704dc-b960-4abc-8a2b-7c7acdd35c64,0.0.0.0
USA,,39.7837304,-100.445882,COMM_ENRGY_EFF,WATER,0,23,2,42.78739866459012,45.382897125932736,1,,ae4704dc-b960-4abc-8a2b-7c7acdd35c64,GTM_KEN_MOZ_PER_ETH_IDN_GIN_KHM_NIC_USA_FRA_GBR_HND_RWA_IND_BGR_MMR_COMM_ENRGY_EFF_WATER_ae4704dc-b960-4abc-8a2b-7c7acdd35c64,0.0.0.0
IDN,,-2.4833826,117.8902853,FOREST_CONSERV,AGG_LAND_MGMT,0,10,2,32.979653784167915,31.754496734376968,0,,b77a1789-f5e6-4216-bc0d-3dbd43e404c9,KEN_NIC_HND_USA_KHM_FRA_IND_ETH_BGR_IDN_GBR_GTM_GIN_MOZ_MMR_RWA_PER_FOREST_CONSERV_AGG_LAND_MGMT_b77a1789-f5e6-4216-bc0d-3dbd43e404c9,0.0.0.0
FRA,,46.603354,1.8883335,WASTE_MGMT,EMM_RED,0,18,1,20.880222629313234,20.405066287038785,0,,3925e1e7-a59e-4699-86a5-71993546777a,GIN_GBR_USA_KEN_PER_NIC_HND_MMR_KHM_MOZ_GTM_FRA_IDN_IND_RWA_BGR_ETH_WASTE_MGMT_EMM_RED_3925e1e7-a59e-4699-86a5-71993546777a,0.0.0.0
IDN,,-2.4833826,117.8902853,COMM_ENRGY_EFF,WATER,0,21,2,27.173926712850182,30.068191863119715,1,,ae4704dc-b960-4abc-8a2b-7c7acdd35c64,GTM_KEN_MOZ_PER_ETH_IDN_GIN_KHM_NIC_USA_FRA_GBR_HND_RWA_IND_BGR_MMR_COMM_ENRGY_EFF_WATER_ae4704dc-b960-4abc-8a2b-7c7acdd35c64,0.0.0.0
IND,,22.3511148,78.6677428,COMM_ENRGY_EFF,BIOGAS,0,11,1,23.07931093904733,21.00393473579696,2,,490244e4-56d7-4a60-924a-b4fccaf1d397,KEN_GIN_ETH_GBR_MOZ_KHM_PER_USA_IND_NIC_RWA_BGR_IDN_FRA_GTM_HND_MMR_COMM_ENRGY_EFF_BIOGAS_490244e4-56d7-4a60-924a-b4fccaf1d397,0.0.0.0
KEN,,1.4419683,38.4313975,COMM_ENRGY_EFF,COOK_STV,0,18,3,26.110283163869717,24.52778851113602,1,,a3cd8341-1174-46f1-809e-570ba64b38cf,MMR_IDN_KEN_USA_GTM_KHM_HND_MOZ_PER_BGR_NIC_GBR_GIN_IND_FRA_ETH_RWA_COMM_ENRGY_EFF_COOK_STV_a3cd8341-1174-46f1-809e-570ba64b38cf,0.0.0.0
RWA,,-1.9646631,30.0644358,COMM_ENRGY_EFF,BIOGAS,0,12,1,44.90909746716639,45.04928314512264,0,,490244e4-56d7-4a60-924a-b4fccaf1d397,KEN_GIN_ETH_GBR_MOZ_KHM_PER_USA_IND_NIC_RWA_BGR_IDN_FRA_GTM_HND_MMR_COMM_ENRGY_EFF_BIOGAS_490244e4-56d7-4a60-924a-b4fccaf1d397,0.0.0.0
RWA,,-1.9646631,30.0644358,COMM_ENRGY_EFF,BIOGAS,0,20,2,46.03164827894628,44.12262829878188,0,,490244e4-56d7-4a60-924a-b4fccaf1d397,KEN_GIN_ETH_GBR_MOZ_KHM_PER_USA_IND_NIC_RWA_BGR_IDN_FRA_GTM_HND_MMR_COMM_ENRGY_EFF_BIOGAS_490244e4-56d7-4a60-924a-b4fccaf1d397,0.0.0.0
ETH,,10.2116702,38.6521203,WASTE_MGMT,EMM_RED,0,18,4,18.744675173078885,19.958224188130625,0,,3925e1e7-a59e-4699-86a5-71993546777a,GIN_GBR_USA_KEN_PER_NIC_HND_MMR_KHM_MOZ_GTM_FRA_IDN_IND_RWA_BGR_ETH_WASTE_MGMT_EMM_RED_3925e1e7-a59e-4699-86a5-71993546777a,0.0.0.0
HND,,15.2572432,-86.0755145,COMM_ENRGY_EFF,WATER,0,6,4,22.7757560202314,24.6058278028417,1,,ae4704dc-b960-4abc-8a2b-7c7acdd35c64,GTM_KEN_MOZ_PER_ETH_IDN_GIN_KHM_NIC_USA_FRA_GBR_HND_RWA_IND_BGR_MMR_COMM_ENRGY_EFF_WATER_ae4704dc-b960-4abc-8a2b-7c7acdd35c64,0.0.0.0
NIC,,12.6090157,-85.2936911,COMM_ENRGY_EFF,WATER,0,14,2,42.57666496331135,40.3665013505012,1,,ae4704dc-b960-4abc-8a2b-7c7acdd35c64,GTM_KEN_MOZ_PER_ETH_IDN_GIN_KHM_NIC_USA_FRA_GBR_HND_RWA_IND_BGR_MMR_COMM_ENRGY_EFF_WATER_ae4704dc-b960-4abc-8a2b-7c7acdd35c64,0.0.0.0
FRA,,46.603354,1.8883335,WASTE_MGMT,EMM_RED,0,15,1,20.06046313598438,22.113514311245616,2,,3925e1e7-a59e-4699-86a5-71993546777a,GIN_GBR_USA_KEN_PER_NIC_HND_MMR_KHM_MOZ_GTM_FRA_IDN_IND_RWA_BGR_ETH_WASTE_MGMT_EMM_RED_3925e1e7-a59e-4699-86a5-71993546777a,0.0.0.0
GBR,,54.7023545,-3.2765753,RENEW_ENERGY,SOLAR,0,16,1,25.43735448451832,25.94668799625757,0,,272986af-24ea-4473-a4a3-99acb70128c5,GTM_KHM_KEN_BGR_GBR_IND_IDN_PER_RWA_FRA_HND_ETH_NIC_MMR_GIN_MOZ_USA_RENEW_ENERGY_SOLAR_272986af-24ea-4473-a4a3-99acb70128c5,0.0.0.0
NIC,,12.6090157,-85.2936911,RENEW_ENERGY,SOLAR,0,12,1,29.700354978275165,32.463094676792494,0,,272986af-24ea-4473-a4a3-99acb70128c5,GTM_KHM_KEN_BGR_GBR_IND_IDN_PER_RWA_FRA_HND_ETH_NIC_MMR_GIN_MOZ_USA_RENEW_ENERGY_SOLAR_272986af-24ea-4473-a4a3-99acb70128c5,0.0.0.0
RWA,,-1.9646631,30.0644358,RENEW_ENERGY,HYDRO,0,13,2,28.706522610889472,28.790448679122587,0,,e49920d3-bffc-4985-8e81-30c54d03b244,KEN_USA_HND_PER_ETH_IDN_KHM_GBR_IND_MOZ_RWA_FRA_MMR_BGR_NIC_GTM_GIN_RENEW_ENERGY_HYDRO_e49920d3-bffc-4985-8e81-30c54d03b244,0.0.0.0
BGR,,42.6073975,25.4856617,WASTE_MGMT,EMM_RED,0,15,1,15.612135813250758,16.180689842690075,2,,3925e1e7-a59e-4699-86a5-71993546777a,GIN_GBR_USA_KEN_PER_NIC_HND_MMR_KHM_MOZ_GTM_FRA_IDN_IND_RWA_BGR_ETH_WASTE_MGMT_EMM_RED_3925e1e7-a59e-4699-86a5-71993546777a,0.0.0.0
GIN,,10.7226226,-10.7083587,RENEW_ENERGY,SOLAR,0,10,1,25.39703402124757,24.454135589265064,2,,272986af-24ea-4473-a4a3-99acb70128c5,GTM_KHM_KEN_BGR_GBR_IND_IDN_PER_RWA_FRA_HND_ETH_NIC_MMR_GIN_MOZ_USA_RENEW_ENERGY_SOLAR_272986af-24ea-4473-a4a3-99acb70128c5,0.0.0.0
BGR,,42.6073975,25.4856617,RENEW_ENERGY,WIND,0,14,1,24.557393464357368,23.39544541776599,0,,cc251a50-a1ac-4ddc-92a8-2bdb57df29ab,USA_GIN_GBR_RWA_MMR_PER_MOZ_GTM_IND_ETH_KHM_IDN_HND_BGR_NIC_FRA_KEN_RENEW_ENERGY_WIND_cc251a50-a1ac-4ddc-92a8-2bdb57df29ab,0.0.0.0
PER,,-6.8699697,-75.0458515,WASTE_MGMT,EMM_RED,0,13,3,15.998056237487354,11.182640158247793,0,,3925e1e7-a59e-4699-86a5-71993546777a,GIN_GBR_USA_KEN_PER_NIC_HND_MMR_KHM_MOZ_GTM_FRA_IDN_IND_RWA_BGR_ETH_WASTE_MGMT_EMM_RED_3925e1e7-a59e-4699-86a5-71993546777a,0.0.0.0
IDN,,-2.4833826,117.8902853,COMM_ENRGY_EFF,COOK_STV,0,21,3,26.101680786900605,22.51903289732382,0,,a3cd8341-1174-46f1-809e-570ba64b38cf,MMR_IDN_KEN_USA_GTM_KHM_HND_MOZ_PER_BGR_NIC_GBR_GIN_IND_FRA_ETH_RWA_COMM_ENRGY_EFF_COOK_STV_a3cd8341-1174-46f1-809e-570ba64b38cf,0.0.0.0
GBR,,54.7023545,-3.2765753,WASTE_MGMT,EMM_RED,0,12,1,22.359965507078574,24.48576885644809,2,,3925e1e7-a59e-4699-86a5-71993546777a,GIN_GBR_USA_KEN_PER_NIC_HND_MMR_KHM_MOZ_GTM_FRA_IDN_IND_RWA_BGR_ETH_WASTE_MGMT_EMM_RED_3925e1e7-a59e-4699-86a5-71993546777a,0.0.0.0
KEN,,1.4419683,38.4313975,RENEW_ENERGY,HYDRO,0,13,2,25.207667539132288,28.098746880146003,0,,e49920d3-bffc-4985-8e81-30c54d03b244,KEN_USA_HND_PER_ETH_IDN_KHM_GBR_IND_MOZ_RWA_FRA_MMR_BGR_NIC_GTM_GIN_RENEW_ENERGY_HYDRO_e49920d3-bffc-4985-8e81-30c54d03b244,0.0.0.0
GBR,,54.7023545,-3.2765753,RENEW_ENERGY,SOLAR,0,15,2,26.1558245557645,27.63387474241979,2,,272986af-24ea-4473-a4a3-99acb70128c5,GTM_KHM_KEN_BGR_GBR_IND_IDN_PER_RWA_FRA_HND_ETH_NIC_MMR_GIN_MOZ_USA_RENEW_ENERGY_SOLAR_272986af-24ea-4473-a4a3-99acb70128c5,0.0.0.0
